Address,ADA Value
addr1q8nt9kfv436l95u2mtvtcrkmu3gle036n7zp9y4ttqc9gvl6hw65v2yklljpw2llgfdakfrzaqqzf40nrx37zr306zfqzhqatz,150.29
addr1qydrt2vzswwhrmv0ldvkezwf6yp5u89sjlar2w0yec2luhh06suk48ls0uk78htzhglv6cd7mcmdw6cksjceuwzexmzsttapet,146.50
addr1qxauzxzzlg84hlu0ets226lgc64m4rassnq8npvqvf934xt29d2dmz7xf3v8ujgt9xcwwu3l4mw7wjflycjssmju9wrsdnv2l5,146.05
addr1qywuvcn0y8aj65p2m9p4rv4r9s9kyrh0gyqtphzamgtyhxkyh7jr4e2mmmfml7qeelvekeu08sv5z3wfhnzn6p3uzk9sxk8wf6,145.95
addr1q8p34ufd2p6w6nlnndzr6fnuc65kvrykna2wggqpphavp9m9aev524ncjxspptyt6nlxyfzur0h8s239560tpt5jf4cqlzp704,137.04
addr1qx828ulad2nwrtj3ax0al50tluem6qz9m60dm3nmy8ndyfcazp94jx745vl8w58lgqrha4xurywr74486vm2443ew4qsgg6n6n,134.62
addr1qyysqvf8tmhgy9slj6x2axvfsskhsuykl59nl88msrgdhtylqhj3gzp4whmzqejmt0vmhvjd3qh8n95t5nqtrdyplzlqwqjqes,126.29
addr1qxytgglem9h70yy832lj9hrguhaf8qw3g3fe3mh377a6u2pg9dgkl2ytujygk5qh5358yj0nrxcuaq6v784vjscv902qfjxw9s,116.14
addr1qx2qezcpw0yva0ekeflhxnuravuyd2tl7hzxj92s3f4k9yw9s85tl8q4xazkmwxccudldrrmh5pn7z5zqaz6thz2tcps5ec02v,115.18
addr1q8lnrj6cnksgvqgat0mmkqw2n8cexw4335lf8rt7zxvzqqplh0njqu3tn6dfjj5x2c0ev42ncj2wxpvlptrcvu7qgh7qfjsv3w,113.19
addr1q83ush0jpj5q46qee853h95m0wsha09cqzfzeheecx084mxlap88ekqdy8qslf7qgqgdghtf5acg5p8aguzm0p4p2yrqz7u7d7,112.31
addr1qy76wxplagsm0qsfkhmeqec6xwrp3tcz7x94aplpryltnn9sz4yn52qj6jhyu3zmras494w5lhk3g0fjc6aue4mact7sswj6an,111.95
addr1qxz767yrzsl6lv8t9dhwjrp0aj07p9gdagtyw2zqxudg4wz979f0zyprwpjpjjc26ak863wl0c6l4smtqwgljgrh32nszlk7uy,111.92
addr1q925p3978y652fw8jpunr8g754qj5vh2u4le7ecm648q5vp4w96lehwhnj0kmdhq3l4jzgw86dhgsj77hqdmaadg0wysc486tf,111.26
addr1q9rghu3khj30n3xjj3j6kzjkxd0fntfwjtjhv4s97kdv0c9rgsu0hmds6akclh8t32csxtmf3de9q3k6n6g4jfq0kgwsa3dwvm,110.04
addr1qy94dqyp04lnr4t0d4leny6z08wugp7dsd8xepyw8u6q459g9tnvmgqdzstfph6p8sv5m9mklc6s3pwncr9jke3ck26q8g373l,109.57
addr1qxtwyrcnme0kg88h90xg4yd7x7rkafq6nv9yazt8qc6qgl78rvyyvxfgmnfdc0hmn5feherrjyrf84sxxc4ch7u9p27sf0e4a5,106.35
addr1qytxfv3uz3pu4y837c884jz63s8r6g72pnlh4ymp8dgy7p7c9g45yd68cjsvww46j8v45u05lzknv8wm7ae2lv35tmast0zzcr,104.60
addr1qyz0wwrzsf9esdwz4aw0cpyv3azhla9kzccvx7l45ktvmqveg66masw4zx58cfm05yh7kxu0v8pkn48x09jeqm750adsjx5c3y,103.63
addr1qy0t72zmdr3hrm3r95qmvrdwrfe7j6fw7ny530lmz42q4a5az8qjzz508gh4qr8s0r97srm69lhwjhlq69mjkwst428q8dd6ws,100.52
addr1qyz8ynk79rw7fru0xrej7df25g9kcz8h9gtcdpre7v0grhqwmeslca3n5hjy03rjknh3lgahlnv9wepv4twu4x34qevq6xd9ay,99.18
addr1qxq4kdxa6ge3hx65zpkjv5z7a5zewg9qe5hc49nary08fqq6p64vr0z6h33m9lu9cyd94zsn29y5kv0gy0m0f3zueh7s2q2a5k,99.09
