Address,ADA Value
addr1qy7rp3hd7gd7gkutl624ls9yd56he2h3n32wnsnhmxz8pvculc2lghctzd0l0pr7mqk9u8lh590mmuj48aylsztgtjlqd468fp,16.51
addr1qy2un0k0a5mq3t0lz5lu6y9ea5zh8tvmj2xw6vzkcu0pmgutvd5lzyrps8pr6jx0psawsy658s2dluuv7dagsnw54rjsy30plj,16.41
addr1q883v85zv3x6a2fpmjg4gceekc2t9acf4j03zrx6gsemu9c4fscyn7ds2g4q9v32alq4z23jzmmtf0my8ne0p9j8f6wq93geq2,16.24
addr1q950lu59dvzcx6vx5h5cy46eyuw8ql2u6jlut3a7s97j2eludjavnu96hkgp5akumnmaxsdlk74esmu4lnqpvqn8k0zsnpq2mj,16.24
addr1q9q8ycf4e598fc9dddccz3afx3ne3ae4qkgqhn03yukms89hwvzyg2qdduegvpenfmhu9r2zh0fe6775vuvvkv3dem8sl69qlt,16.03
addr1qxhzn7e2ql4dem54xhf6kudse5k56jgnxsnffl3ew9uj6yczgqtpq90zly3skuhygql7ll0z8q6spjudewra90ku69fs7h2v8q,15.61
addr1q9n489n9cjggjwzq9mx4fr9ga7c6t4x2d8rvygm86fdkzgljptmtrdvym8z59nrrngfs8wrrc9208hcnmmzwt9w7508sc52dt3,15.26
addr1qykpw7y8k5zu9hc6tuvppusmxwvrk5prsqdj3lnavge3g7z6gj7lpyhah822r4yuzxka8hhzcmk5q3fslm98uy8c8jhs88lpt5,14.85
addr1qy34haux7jaees3kfjl75extty6jdf29e5vaweyr5f7pvqzgd44e0qdf79wgzw7xrk227jutmew6mhcd5xnl6wwx6pqqpwsncg,14.76
addr1q96ruju7kk2ezu6trpuhzq737879vqny6s4ph2860e0jmwztknpkpq0ycrr4m43z76er99dhtk5jnxae9wmm8p75wx2s57wwh4,14.61
addr1qyju86jp5rkgyzzmktwchyr6qh3v93kzj4nuh8nxgp2jse03k84zsg2hur6v62570wl4hywva0y34xuaky9tjgyuq2lswn0qfk,14.53
addr1qy7hehpvzxtm7vf2auyslwkv3qth3cute5p0529ujd7mk5e7tt7fwdm52prxwd5amqem4qpp5zmtklgv89qfu3srhz6srzcpv6,14.41
addr1qysq06xgq6p3au4a2gnzty5hc4z490s7qasst0mhyc99p9ku2c5mhf6xznjdv7u36zfh5nn2jmhqfxn2vk7vla8g4lus0caphf,14.38
addr1qxm6erelp8r3ex47apsg4z0elp67tc6l7xw4yezhxscsycgw3j6snfsaas2k4zec3aumxeyp4cxplfsx6s2mrewg8jdsymyjdf,14.24
addr1qx9z4fpstphhlj8vfwwgmpks06guzee88r98u4ckqsxqkuy4erpw6u9gkn7wjau3qu0v9xdr6h6jdrnk3k5hdmsq8h4s3en0lt,14.05
addr1q9kapez9q78zxw9wwe99mcg08zjgvnz42n7dcssesal0dq5dwhmr7q3m727xyzq0nre4shrnsvlw7uatpnzzlwmeuahqjqlnln,14.03
addr1q8g7apr576wxtex4aqjyftyay4sa976myywmsf7r2zqpcjt0wtjdef7p2n8y5j2tz6w4esrltfdxhw2l7ur96tpldvasgxcrdk,13.78
addr1q86v3e9wmjr04rh9kzl8cu6vx32n0f9h4d0fzvy9y546px230hs7awjz5gzfvw26p43kaa2eut96h5aavnc96wcrxr4shzswdm,13.21
addr1qyp3ex2xs9u54pnljewa32ta9ffhw3gd8qnv2r7c7jygq5yjawlauahz3rga3l5x0xtq2jttdq90s8qjzmha7mmqa0tq492wx4,13.05
addr1q8xecu8rpwfrlxvrxuf38fy57rhq0my9xp38y0706mnkjkyqcpeg44a2h439yadwsj7ah3ftx7zl7xmuw5wa0fh0l92sgg6m23,12.79
addr1qxcqlwusn4x0t2qy0yvrcmzlslqzd20pta77gy94uz0cywf6lvp4jf7vvap0pn6nq43fad8w227lde5c6cwj0rvhcdfqtzpmul,12.30
addr1q9kfzv0fck0w4289jjwxqq5vd8pgccezkmhk6y2r4q6zp097speqr67ker8zus6w46fgfl2mk49t5mn02nf0f96kcpvq75k0es,12.30
addr1qyc0nuyc4jq4wku04glv3x0l3qky5m2ssq7f37fa4xx8jjm67tfc0uq2kzg6kpa6m38g9ukax2f8jqxk75qemdxxpkksxwhks3,11.61
addr1q9waz6pp6pn667a2p4pg07mdm0u3kz6su7zunlm5usej4ng3kdfdstnw7esestsu5h36wuddmwcjezw5stkcyw57qruq8fh0pr,11.48
addr1qyquhj6z6c6nazsn307mntsf8r9unf5nll4w9x7xyx0zh7xtsy6czmn2v06tv3p97fnf7vf534ae4d8pj4jnn8e6j6tq85np88,11.42
addr1qyl3she99rz72p7c726n5dnxgtvuycasujfsj2k2jjlztt82ypfwea6xtgd394wy3wt85nct97rpxwe6nfhj6avcy9xq0k3v68,11.32
addr1q99rdflpxcz2j9h90zrh3fle4ffnnc5pg99f5nv74udaqntyrnwn4w3mj3s6233qc05pje5r86ksxzldw68q90clcensc5j4c2,11.16
addr1qywf2hnx9zlht2vp3xrrjwzn2szmrmzhpxzrnqc4puzf3v6agehj923dunx5sw6z9v5rxslevvdv3hejtn3qhzgzlx9q7faclu,10.92
