Address,ADA Value
addr1q8vuwghzadavqkgyyezq3as60d5xn56k5sslgh9tdrqf3qxydanuytq98ur2ygvddw9lalxrdygl3phmdwsu3glyjmrqqghqrj,8.09
addr1q8u8cgezklh2tyd868075rd2awc3lvhjzp433cqg69gj4h89ql8crrvsprluqrdl2zlu2n0yzveur9pckyykp6l4rfzsu25ep9,7.76
addr1qyg4426sm3p3s4pw034h9gqjhtfrs0sfre8dn8pqc75av6h746sfp4wuelz4suuxyxvgvlmly7wsydekndqpd3amnxxs6yyupv,7.66
addr1q8nh8rvuu4kq3swsnz3u604kgtwld8fh40g3gj72c7mulzuspx7uvts76c5pcx0y5d7ke9y9djrc7yg07ed3jnu25fnsjst05z,7.59
addr1qxyyryssp9udskhq6qdjkfxv8h3ltpa6jwa5ap5rlzff94xwjc4zlrfmcehf0p4msetnzulrpm4klvny2a594pj38aeq7mck5n,7.38
addr1qx65nt73hsntyw337tyle83v0augjpfl9l9dmeklmrrvtj96jh6ntksldkecc5dq6zv06m9vg9xnm7se08xydhhed2wqn8a0m3,7.35
addr1qxlq4zu2aajksg7prza7kn80s72qsadvzgyhmx5k3dpne0nl7q3gmr3hhwg9w6uvpjg2ddn49y43mnxgl5cw3x2japhs6mcpfc,7.19
addr1q8hac2v2uk6yswnvdmczc9g9prgj3azmrksw7aqszvjxgwznxlwcdv8fx7w8vxndcjlmngm7zjtdsmkllwaty5lwhkkq4ph7fn,7.11
addr1qx333d2ufgptll2hr3ezhwxaz0uhq7tht2yvh8sa5mgn0wtflyf0z8nmtn02fh8mz5hck3cxfg2xufvk2pejus00gazqsvfg6f,6.85
addr1qxn84gvqhk8kz52acr3eup9nxrkpmw3kkgz2lyc87zf6u384tg9zmvz8s7wsltkthn377g5jen60ecjp3c30xwgem0kqm5ulfu,6.64
addr1q9qsmqlvwxtd3420r6glnxqsg2hqr059t45umjcup3m49a0svt7hskcngfkrp56vdqq5m4h03k9myqqsxpg9a4dzcn0qlyfe7k,6.64
addr1qywh22slmh44zw8sg59phw93t7ykg7jpcmkhkppd9hwaeue4m3m7jadfzhdqzeqyly6u5ale5nqqj9eumx6qxfhgjp2qles2yk,6.64
addr1qygwea8p76jjuw6ynzwp6eqqpt5zt9ypgwtxxusw7328xvlqtrkta08g74lze8d0wgugjfkyk5ulkax55zvrngsxqn6s5n0f6u,5.90
addr1qx0rwy34y5tuqswlrjlzm4mhaq5d0pclrlu6s6g96h7qgpgqhmvguzd98zkw75hmfrmkgq700x0jzjq75x2xwgazvz6qw4chcx,5.90
addr1q9su0qrvl5y027jhtqr0hyh947e4gqzp6q2akjwrpdjr3fq2japxy5hy9aek3qdcenwkhulj83u4lypprhgs0at2lc2qqyk85r,5.90
addr1q9g4gn5l9lx8ezdu2nkc5he68xtdkmhgncgd55hjpyq2c0yny3w0xp4yyxw4hn4grnwt0srxjqht5clgaftgf4s0zrxqjmesm3,5.64
addr1q9sda2k92nndusflqkfr7c6sarphtf4fjvsj3wm8zp0vyh29ujzygy0jzu6pn5hq5gu787lgljn68rj6lm2pcqszrn9sqmyj7z,5.54
addr1qyleaz3cjegc82543rerpd2ul4e2ecl3ev3cpkxe687zvf5j8k4lfca9ls3g70uwh2t07a9lsjz9snulyacx4jskyf3q6aw4gf,5.44
addr1q8u4pt34m0q5ex8szx9fnay2stnau07rwdxn9nkvrljsnp483hqxtue2ee9cx6hyt63c4mmrerfqfuz5uterg09fwjdssnjv0p,5.41
addr1qxjclk7gmpsktmqp2lccjl65rh769jxe8qnpd23ns64su5kl52k3egarferhlc8nctz4gc2x5mgu2f7z4xn85r66waaqmas9st,5.41
addr1qy4868nnue3v9fxl9e3gua3tpgzwua88zgv3jwtxp7x0z5qcg2d6m7jv0mrlm6a6cpan40432rme65xen5lqvxq38v7qwmqu0q,5.41
addr1q8n9f8p7ql4fr04ulls6eahamzu37xdu6q9vg4scn2r8l9kty4s8u825yzv8ks033rquptyl66kt9xsgnpq5c90j6ncsq7pu57,5.41
addr1q8xxz25q0r4xud02fgpwht09f6vvlcnegclgh7j4cql9u4n33ftxrvf88arz5svnxlyk9aq6s8lng93ekqtu9sraxcwqr5qxmz,4.78
addr1qyhzsl9smq0gea3e3tphdz936k9td8us0zfrdc6q8dhdd0kmvklwu6k02ced28nu9nxga6jv4pxqhj3zjlsw2hnjnanqya5ml5,4.71
addr1qxvxym2pjsmwqcsgmulm3gu9qw4xcjc6c848z4lff82gkmh0620jq3ejpz2tk8tan7jkaqj8su54fa6nc90ly56kh8xq2qrazv,4.70
addr1q9nda8utcklf9etpf5vsnx6tf7097vsx366pn3upyskdaplum75r68a7yghs2nhp8sgzwj02r5vt6nzyqxg45e55qrssp6vvjx,4.67
addr1qyt833plwda26fsnludmcga5r7uz4hn6833m5y9whffr8j4k2pg22rhx9xfqxfupsnxvner8c89hfekp8yrxg0v3prksq3xcz8,4.67
addr1qxme60dxrqmdsnm7phre4axd7x2qczf3sag65g5um664rz4lmgpwv0ezvr02nam3cgvr7qvtmw9s4sqq0r5havkxa0vsanr2n3,4.67
